ID,TEXT,TEXT_CLEANED,TOKENS,TOKENS_NO_STOP,TOKENS_LEMMATIZED,TEXT_PROCESSED,SENTIMENT
138,"Authorities seized RM1.5 million in cash, luxury jewellery, vehicles and a motorcycle.",authorities seized rm15 million in cash luxury jewellery vehicles and a motorcycle,"['authorities', 'seized', 'rm15', 'million', 'in', 'cash', 'luxury', 'jewellery', 'vehicles', 'and', 'a', 'motorcycle']","['authorities', 'seized', 'rm15', 'million', 'cash', 'luxury', 'jewellery', 'vehicles', 'motorcycle']","['authority', 'seize', 'rm15', 'million', 'cash', 'luxury', 'jewellery', 'vehicle', 'motorcycle']",authority seize rm15 million cash luxury jewellery vehicle motorcycle,NEGATIVE
139,The suspects were brought before the Ipoh Magistrates Court following their arrests.,the suspects were brought before the ipoh magistrates court following their arrests,"['the', 'suspects', 'were', 'brought', 'before', 'the', 'ipoh', 'magistrates', 'court', 'following', 'their', 'arrests']","['suspects', 'brought', 'ipoh', 'magistrates', 'court', 'following', 'arrests']","['suspect', 'bring', 'ipoh', 'magistrate', 'court', 'follow', 'arrest']",suspect bring ipoh magistrate court follow arrest,NEGATIVE
140,The court granted remand applications requested by investigators.,the court granted remand applications requested by investigators,"['the', 'court', 'granted', 'remand', 'applications', 'requested', 'by', 'investigators']","['court', 'granted', 'remand', 'applications', 'requested', 'investigators']","['court', 'grant', 'remand', 'application', 'request', 'investigator']",court grant remand application request investigator,NEUTRAL
141,Three detainees were remanded for two days.,three detainees were remanded for two days,"['three', 'detainees', 'were', 'remanded', 'for', 'two', 'days']","['three', 'detainees', 'remanded', 'two', 'days']","['three', 'detainee', 'remand', 'two', 'day']",three detainee remand two day,NEUTRAL
142,Ten suspects received a five-day remand extension while investigations continue.,ten suspects received a five day remand extension while investigations continue,"['ten', 'suspects', 'received', 'a', 'five', 'day', 'remand', 'extension', 'while', 'investigations', 'continue']","['ten', 'suspects', 'received', 'five', 'day', 'remand', 'extension', 'investigations', 'continue']","['ten', 'suspect', 'receive', 'five', 'day', 'remand', 'extension', 'investigation', 'continue']",ten suspect receive five day remand extension investigation continue,NEGATIVE
143,Investigations are being conducted under the Malaysian Anti-Corruption Commission Act 2009.,investigations are being conducted under the malaysian anti corruption commission act 2009,"['investigations', 'are', 'being', 'conducted', 'under', 'the', 'malaysian', 'anti', 'corruption', 'commission', 'act', '2009']","['investigations', 'conducted', 'malaysian', 'anti', 'corruption', 'commission', 'act', '2009']","['investigation', 'conduct', 'malaysian', 'anti', 'corruption', 'commission', 'act', '2009']",investigation conduct malaysian anti corruption commission act 2009,NEUTRAL
144,"Malaysia's economic resurgence is being driven by stability, policy consistency and political certainty.",malaysias economic resurgence is being driven by stability policy consistency and political certainty,"['malaysias', 'economic', 'resurgence', 'is', 'being', 'driven', 'by', 'stability', 'policy', 'consistency', 'and', 'political', 'certainty']","['malaysias', 'economic', 'resurgence', 'driven', 'stability', 'policy', 'consistency', 'political', 'certainty']","['malaysias', 'economic', 'resurgence', 'drive', 'stability', 'policy', 'consistency', 'political', 'certainty']",malaysias economic resurgence drive stability policy consistency political certainty,POSITIVE
145,International investors are increasingly attracted to Malaysia's institutions and economic stability.,international investors are increasingly attracted to malaysias institutions and economic stability,"['international', 'investors', 'are', 'increasingly', 'attracted', 'to', 'malaysias', 'institutions', 'and', 'economic', 'stability']","['international', 'investors', 'increasingly', 'attracted', 'malaysias', 'institutions', 'economic', 'stability']","['international', 'investor', 'increasingly', 'attract', 'malaysias', 'institution', 'economic', 'stability']",international investor increasingly attract malaysias institution economic stability,POSITIVE
146,An analysis suggested that Malaysia's revival has moved beyond reliance on mega projects.,an analysis suggested that malaysias revival has moved beyond reliance on mega projects,"['an', 'analysis', 'suggested', 'that', 'malaysias', 'revival', 'has', 'moved', 'beyond', 'reliance', 'on', 'mega', 'projects']","['analysis', 'suggested', 'malaysias', 'revival', 'moved', 'beyond', 'reliance', 'mega', 'projects']","['analysis', 'suggest', 'malaysias', 'revival', 'move', 'beyond', 'reliance', 'mega', 'project']",analysis suggest malaysias revival move beyond reliance mega project,POSITIVE
147,The assessment was supported by observations from an international economic commentator.,the assessment was supported by observations from an international economic commentator,"['the', 'assessment', 'was', 'supported', 'by', 'observations', 'from', 'an', 'international', 'economic', 'commentator']","['assessment', 'supported', 'observations', 'international', 'economic', 'commentator']","['assessment', 'support', 'observation', 'international', 'economic', 'commentator']",assessment support observation international economic commentator,NEUTRAL
148,Malaysia's improved standing also reflects challenges faced by some regional competitors.,malaysias improved standing also reflects challenges faced by some regional competitors,"['malaysias', 'improved', 'standing', 'also', 'reflects', 'challenges', 'faced', 'by', 'some', 'regional', 'competitors']","['malaysias', 'improved', 'standing', 'also', 'reflects', 'challenges', 'faced', 'regional', 'competitors']","['malaysia', 'improve', 'standing', 'also', 'reflect', 'challenge', 'face', 'regional', 'competitor']",malaysia improve standing also reflect challenge face regional competitor,POSITIVE
149,Indonesia has faced pressure from a weakening currency and foreign capital outflows.,indonesia has faced pressure from a weakening currency and foreign capital outflows,"['indonesia', 'has', 'faced', 'pressure', 'from', 'a', 'weakening', 'currency', 'and', 'foreign', 'capital', 'outflows']","['indonesia', 'faced', 'pressure', 'weakening', 'currency', 'foreign', 'capital', 'outflows']","['indonesia', 'face', 'pressure', 'weaken', 'currency', 'foreign', 'capital', 'outflow']",indonesia face pressure weaken currency foreign capital outflow,NEGATIVE
150,Market confidence in Indonesia has been tested by financial and economic pressures.,market confidence in indonesia has been tested by financial and economic pressures,"['market', 'confidence', 'in', 'indonesia', 'has', 'been', 'tested', 'by', 'financial', 'and', 'economic', 'pressures']","['market', 'confidence', 'indonesia', 'tested', 'financial', 'economic', 'pressures']","['market', 'confidence', 'indonesia', 'test', 'financial', 'economic', 'pressure']",market confidence indonesia test financial economic pressure,NEGATIVE
151,Malaysia's ringgit has stabilised while inflation remains comparatively low.,malaysias ringgit has stabilised while inflation remains comparatively low,"['malaysias', 'ringgit', 'has', 'stabilised', 'while', 'inflation', 'remains', 'comparatively', 'low']","['malaysias', 'ringgit', 'stabilised', 'inflation', 'remains', 'comparatively', 'low']","['malaysia', 'ringgit', 'stabilise', 'inflation', 'remain', 'comparatively', 'low']",malaysia ringgit stabilise inflation remain comparatively low,POSITIVE
152,Bank Negara Malaysia has maintained a consistent and predictable monetary policy.,bank negara malaysia has maintained a consistent and predictable monetary policy,"['bank', 'negara', 'malaysia', 'has', 'maintained', 'a', 'consistent', 'and', 'predictable', 'monetary', 'policy']","['bank', 'negara', 'malaysia', 'maintained', 'consistent', 'predictable', 'monetary', 'policy']","['bank', 'negara', 'malaysia', 'maintain', 'consistent', 'predictable', 'monetary', 'policy']",bank negara malaysia maintain consistent predictable monetary policy,POSITIVE
153,Malaysia achieved first-quarter economic growth of 5.4 per cent without severe inflationary pressure.,malaysia achieved first quarter economic growth of 54 per cent without severe inflationary pressure,"['malaysia', 'achieved', 'first', 'quarter', 'economic', 'growth', 'of', '54', 'per', 'cent', 'without', 'severe', 'inflationary', 'pressure']","['malaysia', 'achieved', 'first', 'quarter', 'economic', 'growth', '54', 'per', 'cent', 'without', 'severe', 'inflationary', 'pressure']","['malaysia', 'achieve', 'first', 'quarter', 'economic', 'growth', '54', 'per', 'cent', 'without', 'severe', 'inflationary', 'pressure']",malaysia achieve first quarter economic growth 54 per cent without severe inflationary pressure,POSITIVE
154,Major global technology companies have committed billions of ringgit in investments to Malaysia.,major global technology companies have committed billions of ringgit in investments to malaysia,"['major', 'global', 'technology', 'companies', 'have', 'committed', 'billions', 'of', 'ringgit', 'in', 'investments', 'to', 'malaysia']","['major', 'global', 'technology', 'companies', 'committed', 'billions', 'ringgit', 'investments', 'malaysia']","['major', 'global', 'technology', 'company', 'commit', 'billion', 'ringgit', 'investment', 'malaysia']",major global technology company commit billion ringgit investment malaysia,POSITIVE
155,"Investors are attracted by Malaysia's political stability, infrastructure and skilled workforce.",investors are attracted by malaysias political stability infrastructure and skilled workforce,"['investors', 'are', 'attracted', 'by', 'malaysias', 'political', 'stability', 'infrastructure', 'and', 'skilled', 'workforce']","['investors', 'attracted', 'malaysias', 'political', 'stability', 'infrastructure', 'skilled', 'workforce']","['investor', 'attract', 'malaysias', 'political', 'stability', 'infrastructure', 'skilled', 'workforce']",investor attract malaysias political stability infrastructure skilled workforce,POSITIVE
156,Political stability has been a key factor in Malaysia's attractiveness to investors.,political stability has been a key factor in malaysias attractiveness to investors,"['political', 'stability', 'has', 'been', 'a', 'key', 'factor', 'in', 'malaysias', 'attractiveness', 'to', 'investors']","['political', 'stability', 'key', 'factor', 'malaysias', 'attractiveness', 'investors']","['political', 'stability', 'key', 'factor', 'malaysias', 'attractiveness', 'investor']",political stability key factor malaysias attractiveness investor,POSITIVE
157,The current administration remaining in power has provided greater political continuity.,the current administration remaining in power has provided greater political continuity,"['the', 'current', 'administration', 'remaining', 'in', 'power', 'has', 'provided', 'greater', 'political', 'continuity']","['current', 'administration', 'remaining', 'power', 'provided', 'greater', 'political', 'continuity']","['current', 'administration', 'remain', 'power', 'provide', 'great', 'political', 'continuity']",current administration remain power provide great political continuity,POSITIVE
158,Investors prefer governments that offer predictable policies and institutional stability.,investors prefer governments that offer predictable policies and institutional stability,"['investors', 'prefer', 'governments', 'that', 'offer', 'predictable', 'policies', 'and', 'institutional', 'stability']","['investors', 'prefer', 'governments', 'offer', 'predictable', 'policies', 'institutional', 'stability']","['investor', 'prefer', 'government', 'offer', 'predictable', 'policy', 'institutional', 'stability']",investor prefer government offer predictable policy institutional stability,POSITIVE
159,Indonesia has experienced large-scale protests over governance and economic concerns.,indonesia has experienced large scale protests over governance and economic concerns,"['indonesia', 'has', 'experienced', 'large', 'scale', 'protests', 'over', 'governance', 'and', 'economic', 'concerns']","['indonesia', 'experienced', 'large', 'scale', 'protests', 'governance', 'economic', 'concerns']","['indonesia', 'experience', 'large', 'scale', 'protest', 'governance', 'economic', 'concern']",indonesia experience large scale protest governance economic concern,NEGATIVE
160,Thousands of students protested against rising living costs and government policies in Indonesia.,thousands of students protested against rising living costs and government policies in indonesia,"['thousands', 'of', 'students', 'protested', 'against', 'rising', 'living', 'costs', 'and', 'government', 'policies', 'in', 'indonesia']","['thousands', 'students', 'protested', 'against', 'rising', 'living', 'costs', 'government', 'policies', 'indonesia']","['thousand', 'student', 'protest', 'against', 'rise', 'living', 'cost', 'government', 'policy', 'indonesia']",thousand student protest against rise living cost government policy indonesia,NEGATIVE
